0,0
-0.0016,-0.0327
-0.0062,-0.0908
-0.0134,-0.1438
-0.0232,-0.1961
-0.0355,-0.2474
-0.0504,-0.2973
-0.0677,-0.3457
-0.0873,-0.3921
-0.1091,-0.4363
-0.133,-0.4777
-0.1588,-0.517
-0.1865,-0.5533
-0.2159,-0.5875
-0.2469,-0.6205
-0.2796,-0.6534
-0.3132,-0.6719
-0.3461,-0.659
-0.3794,-0.6666
-0.4138,-0.6865
-0.4496,-0.717
-0.4875,-0.7581
-0.528,-0.8099
-0.5716,-0.8722
-0.6189,-0.9446
-0.6702,-1.0267
-0.7261,-1.1181
-0.7867,-1.2132
-0.8523,-1.31
-0.9226,-1.4074
-0.9979,-1.5052
-1.078,-1.6022
-1.1629,-1.6985
-1.2526,-1.7937
-1.347,-1.8874
-1.4459,-1.98
-1.5495,-2.0713
-1.6576,-2.1614
-1.7701,-2.2503
-1.887,-2.3375
-2.0059,-2.3784
-2.1255,-2.3917
-2.2457,-2.404
-2.3665,-2.415
-2.4877,-2.4246
-2.6094,-2.4333
-2.7306,-2.4244
-2.8486,-2.3614
-2.9633,-2.294
-3.0746,-2.2257
-3.1824,-2.1566
-3.2868,-2.0867
-3.3876,-2.0164
-3.4849,-1.9455
-3.5786,-1.8741
-3.6687,-1.8023
-3.7552,-1.7302
-3.8381,-1.6578
-3.9173,-1.5851
-3.993,-1.512
-4.0649,-1.4388
-4.1332,-1.3653
-4.1978,-1.2915
-4.2586,-1.2176
-4.3158,-1.1434
-4.3693,-1.0691
-4.419,-0.9945
-4.465,-0.9198
-4.5072,-0.8449
-4.5457,-0.7698
-4.5804,-0.6947
-4.6114,-0.6193
-4.6386,-0.5438
-4.662,-0.4682
-4.6816,-0.3925
-4.6975,-0.3166
-4.7096,-0.2405
-4.7178,-0.1646
-4.7222,-0.0887